detector,messages,mean_seconds,mean_us_per_message
baseline,22700,0.01635214975103736,0.7203590198694872
flat_feature_logistic,22700,0.4566747315227985,20.117829582502136
knowledge_graph,22700,0.223238851968199,9.834310659392026
